dup_id,template,numero_de_ocorrencias
a0bd5778-34d0-4f88-b337-095ad34fac9a,oserror deploy failed status on,22
19e27d27-5b22-4d96-a82e-f1e790036986,error parseerror at could not inherit file,22
358af339-6f11-4ed7-bfea-6165e135e419,b c b by tashreef anowar jq add check for error in stack for module restart command,22
407beea5-47da-4865-8cc7-530842ff3583,head is now at d cfde jq fix cli error output string with full command,22
8852d04c-4c91-4973-9671-22bff8f54f49,head is now at pull request fix redundant error output,22
58b54a4a-3f08-4b1a-b5a3-c72652d587e2,error from server unrecognized stream or no permissions to commit to this stream,22
211623c0-040f-40eb-9140-f1ac2cf45bde,importerror no module named,21
73d5748a-7fec-4bb4-b4a0-3f2225da8e6a,ls cannot access no such file or directory,21
9732a719-7f4a-4f81-b869-4c25380fdb7b,error the address of will never be null,21
303a5fc1-3057-4a88-9b7f-8f72de8e156a,failed in branch,21
3fdae060-520a-4b59-b715-d4a3e8bac0ea,jq error at stdin null null has no keys,21
0adc6fa8-6f0d-4e17-b28b-b42cb9c184d3,error repo sync had but had error or traceback or failed keywords forcing return code to err output follows,21
df4cc747-9604-4bbf-a01e-439b1d59649a,make error,21
285ebaef-407a-44ba-98fe-5e5869a33328,fatal failed to traverse parents of commit,21
9c9ada22-bafc-4d2b-b2ae-500671be3e7a,error bad tree object head,21
5a5899cd-9478-4273-a149-029402e78211,setup setws error unrecognized arguments,21
dd3055c0-6ee5-4d46-96a7-ad2c6871dc29,fatal invalid revision range b a aed ccde ca f f c a ad a df fa,21
3d284eec-ca28-4788-9001-6616ad56797c,oserror file not found,20
433ec2cb-f0ce-467d-98f5-8b590c6c86f4,ioerror no such file or directory u,20
7f04ed0e-f23a-469b-b5fe-9108d53f819b,exiting due to error,20
8b1b5bb8-ecfe-4048-91cd-908370356486,make error,20
242a3d1a-8c40-499b-b68c-2f358a26744d,ldpentium cannot find no such file or directory,20
9f40c9b2-5ba2-4fdd-bce2-eb640461e775,recipe for target failed,20
9533de77-6ebd-4786-8343-3a2434ccdb6e,make error,20
6dc4a194-f5b9-46cb-8b9a-ef8f16d43aa8,failed in branch,20
d64be2a7-1206-4152-8a92-c5f18aeb8593,subprocess calledprocesserror command returned non zero exit status,20
dde2f242-6840-4f26-b8e3-dafadd9bf8aa,cp cannot stat no such file or directory,20
e3f70cb1-1dbe-446e-b69e-c57cbec4eb68,cp cannot stat no such file or directory,20
823fea74-5634-499d-8557-d1a9280fefa0,cp cannot stat no such file or directory,20
59555e2b-d256-4fa5-a37c-9b67d2fbf9e0,cp cannot stat no such file or directory,20
934ec967-d83d-4940-91b9-1a702f7ac88f,cp cannot stat no such file or directory,20
4e8c5af8-3700-480f-b125-70498796e875,cp cannot stat no such file or directory,20
4db32644-a7cc-46a7-af3e-7ebe9ce61608,cp cannot stat no such file or directory,20
3e4025de-e507-44d2-869c-fa227610032b,cp cannot stat no such file or directory,20
f1b53bf4-e582-4150-a1cf-e0c072eb849a,cp cannot stat no such file or directory,20
c99e0b56-1946-4c91-9b64-57edbb6afd49,cp cannot stat no such file or directory,20
fb91001c-c97e-4850-998d-03d724701f2a,cp cannot stat no such file or directory,20
2a3f27a8-5040-4168-812f-b8d8e684efe9,cp cannot stat no such file or directory,20
e6249496-609b-4813-be8a-4a0f4b8111ea,cp cannot stat no such file or directory,20
fc5825d6-3287-40f9-803a-b42f711febc7,error expected before,20
68fe9cd9-bf39-4a17-aea5-7463eade751e,error undeclared first use in this function,20
16e1f619-3978-4f85-ba7c-6060b9c817c0,error sstate cannot test file cmocka gitautoinc a fc dd r core timeout,20
c138429e-9533-4899-9093-2cfcd6ab0f74,error parseerror at unparsed line,20
395c03fe-0693-4cdc-8ed1-139d6239a8e7,e a f by gary geerdes update for device failed alarm,20
1344926f-e0a9-41e6-8493-ce25b97981f5,error task failed with exit code,20
ca065022-398c-414a-b60c-bed48328c5cb,cp cannot stat no such file or directory,20
a3e5df90-e3d4-4fb6-9566-13ebf62a4a5d,line cd repo manifests no such file or directory,19
8fc87b06-988d-4ab1-9950-0e28815b4f4b,fatal cannot change to no such file or directory,19
830a179f-f26c-46c5-a04d-9972530b67b4,error has no member named,19
2ef8cde1-4a17-4985-948c-7fc42344a6f7,error node block appears to be neither running nor scheduled will cancel if this condition persists,19
9fe41bc7-b8d8-4252-a1e0-82f35268b907,error executionerror none none,19
73e1e79f-1b0d-45f2-85a4-98ba10c9b559,bb data smart expansionerror failure expanding variable gitpkgv expression was d false which triggered exception filenotfounderror no such file or directory,19
7d8a4ce2-ff24-4888-966c-fa511f036a0a,error failed,19
50d5ef10-09b1-4cd7-83c2-f0182001c72b,command failed error code proceeding,19
1d9e650c-62ec-4c84-88a3-23b58052fb40,make error,19
81370055-080c-46c0-afe8-87761141d3a8,error unknown type name,19
2a8a70f1-5847-476b-86fc-1ae2d5afdc8c,pip vendor urllib exceptions protocolerror connectionreseterror,19
ceabcfa5-8078-4205-967d-2f41273e2502,connectionreseterror connection reset by peer,19
0ef83d29-d0f1-409f-ad27-f26a62a13b21,make error,19
4e2d4b7f-3a7d-4f3d-a75b-27019b94834a,error for each function it appears in,19
38455386-cf6b-48f4-bf45-e51e6e0433b3,error each undeclared identifier is reported only once,19
30ec71da-f38d-460d-ae65-549ba20f7210,error declared as function returning a function,19
7cef4d5b-8952-444d-8410-b5df163776e3,no package found,19
cf732b55-9833-4123-9e40-c5cfb89fc3f3,no package found,19
7e0cd34f-acb9-419e-9847-f764226e5974,no package found,19
bce3d178-651d-41cc-918d-256ad2078b6d,no package found,19
8ff0b15f-4dc0-48d5-a37b-fd9758bad2af,no package found,19
050344a2-89cd-4bf8-8f59-f76c2b6d7f1b,error could not take a snapshot using repo manifest is repo tool active,19
77eb4ba0-babc-42cc-a5b9-994818d58a86,returned error code,19
ccd64bfe-07d8-4783-8b3e-71fff68576b4,fatal is not a commit and a branch cannot be created from it,19
5a66df02-fb66-4ee4-98e3-147eb91bb794,error sdo repo init snapshotsync failed on on retrying repo init in min,19
0f064fcd-132e-4d20-b03d-9c8137920629,error expected declaration specifiers or before,19
22c77cb7-b4d5-4c02-bfe3-fc3dfa6da711,note recipe task failed,19
64b12953-6a8d-49c7-9c2d-db36c371b3fe,error conflicting types for,19
69a49c9d-d661-4793-9a2f-617ac73ed610,error is a pointer did you mean to use,19
60e29588-2221-45e9-b66b-b713be38b5ac,error no member named in,19
c71d9c80-617e-4905-8b87-8d62acf7b51c,fatal invalid ls refs response server busy,19
a41f287a-8d9b-4ad5-83a4-cf07a8767af4,error fetcher failure unable to find file file ddy test bfc r core downloadfilename ddy test bfc r core anywhere the paths that were searched were,19
86fe2221-0a86-4b39-b57d-06dbddae5bd6,error invalid use of undefined type,19
d2bc788b-affe-4e98-a328-6668792e133f,sh line whoami command not found,19
7b570311-1c9d-48cd-805e-e4f54e1feb78,d c by noah fixing merge conflicts for ai into main,19
6e24e3b9-9578-4b10-afc2-df91515065aa,make error,19
2298f91a-4412-4e0d-8683-01a1d96de727,cp cannot stat no such file or directory,19
a6071e0d-1f99-4c7e-8563-b6d5881611ef,error near initialization for,19
38d28dcd-802c-4454-bca5-6cba94bd68fb,failed to sync checking repo manifests,19
1cd45960-46f1-42fe-b4c4-b041512a2aee,error checking out local projects failed,19
46d6f89f-c220-44ce-90bd-1b3463484431,error downloading network changes failed,19
0d4e420d-ba27-4fbd-afd7-dab02544053d,error unable to fully sync the tree,19
b9dd216b-eb4b-4442-90da-f2fa6830db53,error cannot fetch waveserver hermes controller from ssh git,19
08f491f3-e7bf-45a3-bb0d-5bf08d8d6f00,fatal the remote end hung up unexpectedly,19
a23dd27d-1ff7-4a21-a14a-c1dfe1fc3e3f,fatal couldn t find remote ref,19
cae2c185-e10e-4290-a2a3-39fadc00dc8c,failed to sync err output follows,19
d69b1396-4b79-48ca-9ddb-0ac0334e8a95,pyang p f yang o task failed with exit code,18
6ebd9380-c727-4ee6-ab5a-c4891fbb733b,rfind docker permission denied,18
0bd073e6-9f3f-44bc-8df3-3ab6afe62e44,error unable to fully sync the tree,18
35b05351-3ab4-4a02-8cad-00f2e6878e2f,error checking out local projects failed,18
7ed9a9c7-b977-4c1f-b4c5-5c3dcf33b42f,error task failed with exit code,18
2897b049-4642-4df2-9e2a-722a4f844247,failed to sync checking repo manifests,18
799859c9-b751-43f6-92dd-bdc2489cfcd8,summary task failed,18
f73e055b-9b32-4e96-bdab-38c875cc5b04,exception wrap command failed,18
f3057ef8-bdb9-4dd2-9c78-7416c5e7657c,error the comparison will always evaluate as for the address of will never be null,18
04084fb6-3f35-447b-849d-023299c2532f,exiting from with returncode,18
3cef22b9-3700-463c-a6ca-ed661d8e63b0,failed to commit coverity defects,18
5ce9f737-dc21-4aa4-b9ff-26e25575144a,error a type must have at least one statement,18
9ecef3ae-daf5-4300-b677-e057a72b8d97,error task failed with exit code,18
0379c62b-9e4a-45e5-8b9b-52e2e455806c,importerror no module named autodebugtool,18
ec381d8e-eab8-4381-ad50-0b3501255eb3,error task failed with exit code,18
784fbdf7-b7e6-45af-8ccc-1e34b213d363,did not find any package,18
58319ddd-e2d5-4366-a461-81c378cbd169,error fetcher failure unable to find file file ddm zmq ef r core downloadfilename ddm zmq ef r core anywhere the paths that were searched were,18
0fb9483f-0ab1-458f-929f-d532862af981,error fetcher failure unable to find file file ddy db bc ed r core downloadfilename ddy db bc ed r core anywhere the paths that were searched were,18
5afc4724-9cae-45c8-94d5-7640bdf960da,error fetcher failure unable to find file file ddm rest adf b d r core downloadfilename ddm rest adf b d r core anywhere the paths that were searched were,18
8972970b-f980-4172-af1e-e13ebe98bb8a,fatal invalid revision range d b ac a be eacd a fd,18
60c6a3e4-4d4e-4648-a374-360d2ab90130,fatal cannot be used with updating paths,18
c42383fc-736f-4ec2-a6b6-bc07574fc0c6,project list error on project manifestinvalidrevisionerror revision in not found,17
3a0986ea-3e74-49d8-a726-34c96e844276,command failed error code proceeding,17
56c49168-49a4-4a3f-8f3e-07e43a9ab639,make target not remade because of errors,17
4e28a577-e672-4126-8b9b-cf0e3f3c345e,line docker command not found,17
f1074ef3-100f-434e-bb63-3056d271a882,error lshw short failed with error code see details above,17
ea64a837-a70c-4705-915d-5e202c24e445,failing repos,17
39ab5ad2-4002-439a-accb-57d05a08f928,error command requires repo to be installed first,17
cee5d27e-2c6a-4c70-be8e-b83f2f41ad30,command returned non zero exit status,17
2facce47-6903-4ef6-a0f2-5d9952e4445e,git lfs filter process skip git lfs command not found,17
9e68b7d6-d206-4844-bfa0-0b3a3c366c86,fatal the remote end hung up unexpectedly,17
6fd894a1-630b-4567-abce-1fa797563da2,failed to register layer write no space left on device,17
9844d5a6-9a09-46cd-a724-17123f3ed168,assertionerror,17
f338789f-20c7-42ab-ac0b-45ae1959ecb8,error unknown type name did you mean,17
907269a6-6ac1-4411-b143-b33020965ad1,line no such file or directory,17
25fdd381-fd0b-4ab1-9973-1f0c44ebd99a,valueerror no files produced build failed,17
5b2d0e72-3c40-4430-98fe-f85033075f8a,command exited with non zero status,17
98723cdb-3f9a-4657-a989-604ac9d7339b,error unused parameter,17
f2771559-d793-4aea-b329-bcbe9d543f37,removing docker permission denied,17
fcca0a6a-41e2-4847-a109-6dd9c96fbcf2,exception in thread thread,17
bc3bff2d-48c2-4422-835e-1d694b6a7d6c,error was not declared in this scope,17
b5ab9ca0-6e9d-4ee7-b9a5-51310c4df17a,fatal could not reset index file to revision,17
8d179040-e3b0-4b7c-9b61-ff8ec3093d7f,fatal no such path in head,17
53527a51-664f-48d5-b4b2-6acc71ccd76a,sed couldn t edit not a regular file,17
a3672a29-22de-4057-8a3c-e60eda3d49ff,assertionerror missing prereq for needed by goal from,17
519c1815-722a-4f23-b5fd-f3c9e96a3ad2,failed in branch,17
cfc3d627-e6a2-4f2d-bc5e-e4b6dfcdcfa9,error fetcher failure unable to find file file service broker ff c r core downloadfilename service broker ff c r core anywhere the paths that were searched were,17
6caa02eb-32c7-4cc5-9c31-c7cdd04c69b3,line die command not found,17
c92074c6-ec97-4ac0-982c-1d257513690e,autoinc error prefix already used for module,17
8bad7c51-ffd3-4883-8ae4-56540597a926,exiting due to error,16
6d5896ad-21ce-44b3-ba41-45b0dae43801,removing docker permission denied,16
693974e7-1003-4f72-9273-0ab58aac6a5c,inflating cannot open directory root,16
a00abf54-cf8f-42c5-aca4-635359332d7a,filenotfounderror no such file or directory,16
1dee4c55-563d-40f3-ae25-b6b46be2408b,fatal cannot lstat no such file or directory,16
c36466ad-5b36-48ce-a3d7-9f581d5c9700,valueerror could not promote jira state is currently,16
2cdbfe86-a43a-480b-a057-d3db415288d6,reason internal server error,16
8969d162-b338-43a9-b46a-6165d3969afe,exiting due to postbuild error,16
7e0c43d1-ab59-4a93-91b5-5817aad0580b,ls cannot access no such file or directory,16
bbc38778-7b30-40ba-a588-54963106460b,ssh could not resolve hostname name or service not known,16
bd35f510-4f76-4539-9414-4596ee7e44f2,make error,16
2752925e-753d-4974-b634-26b792252286,removing find permission denied,15
e3b49904-f8a3-46f4-93c2-2136d1753e38,fatal error parsing manifest no such file or directory,15
2c7bb610-2991-4b0a-87dc-34f9a867f4ee,error no matching constructor for initialization of aka,15
483327a8-ee65-4273-9973-e4bd86e8a6a2,project list error on project manifestinvalidrevisionerror revision in not found,15
04b0ab6b-a65f-4745-b13e-66e764757f45,fatal invalid path no such file or directory,15
53e28949-8327-4a44-a0c9-b38bad9b51ed,error expansionerror during parsing,15
cd2d3c4d-9985-4c6f-8df8-98fffd59ac47,error task failed with exit code,15
4b8b9cd9-1375-403c-b4aa-bb91ef3da77c,error has no member named,15
71e24006-ff6c-4a0d-b0ef-9f21d20c7d04,error was not declared in this scope did you mean,15
d6a5222a-e173-46f9-88be-014bdb97e26f,failed in branch,15
bb61d033-51ee-48d2-87ff-beb001685290,error traceback most recent call last,15
fae0c7a2-34e7-49dc-9793-a72acd25e041,error format expects argument of type but argument has type,15
6d37d946-709a-409b-9eae-ad342dceabd5,dup sed can t read vxtcommonsima d no such file or directory,15
5e86cf23-d6ed-4fba-80f1-23c456581bd7,dup ldppc cannot find lflxembedded,15
ff333d52-f5c0-4386-89ed-1e0c7cbfc803,dup ldppc cannot find lflxhaladapter,15
202e593e-2f8a-47ce-ab05-b8d91bf1342b,error format expects argument of type but argument has type,15
9de1a80f-8069-4295-a33d-6dd2a356267d,error undeclared here not in a function,15
062cbe4c-7b00-4192-ad0a-dd641e4ccc1e,error comparison between aka and,15
51c63b41-13a3-406e-83c4-ba41c052e608,error task failed with exit code,15
495d6ab2-8654-460a-86ca-7abd0e388c55,command returned non zero exit status,15
bd0aa6fa-e657-4a54-8b66-465811b3ffe5,no package found,15
813ca87e-3430-4be6-b0f4-148fffcaec6a,head is now at vitesse sdk patch to fix the lcpll error,15
23e57cba-1d78-45fe-bfaa-0d57f25a737b,error no such file or directory,15
5582bbb0-9bf5-484e-9035-93649a0b58dd,error sstate cannot test file ddm cli e e e r timeout,15
49f087be-3a20-4580-b491-f58a97b3bcb6,fatal error dcc license error flexlm error cannot connect to license server,15
43ced979-b06b-461a-8f14-f512b7bbb34e,zip i o error no such file or directory,15
db91dd69-a545-408e-861b-cc4743ef6b0d,rsync error some files attrs were not transferred see previous errors code at,15
40e060db-eea3-416d-acb2-90a2c5d4ec81,error was not declared in this scope did you mean,15
aa7ba98d-86cc-4721-bb97-fbf248383bc8,cp cannot stat no such file or directory,15
e005da59-301b-4a9a-829c-94f548663f69,descriptor show failed to open file lab no such file or directory,15
6b28bad7-c3c4-431e-a712-89e73f8af633,dd invalid number,15
754c3965-4b25-4a27-b88d-e641d785e340,cp cannot stat no such file or directory,15
a99cf8a7-41fe-4ea9-ae59-6ea7b070de2e,head is now at pull request fix redundant error output,15
6b0b4bfe-01b6-4d0b-8b25-3dda57118b5b,data xa b undefined reference to,15
33f4bcf3-0ccd-4094-82f7-1eaf145e299c,error unknown type name,15
47b3d31a-2647-4586-b8fe-b93eec6433d3,error has no member named,15
cd49c352-09ea-43f0-b572-1fbea977d6a9,error has no member named,15
02ce6601-2554-46cc-af0a-c2b8651bd064,removing vfind docker permission denied,14
cc8c23a4-8285-477d-8d09-5a10130ce166,make error,14
7078b397-f82f-4461-a00b-276a6df45b60,removing docker permission denied,14
62ae67ce-0afd-4f05-a922-637c16ef9b42,make error,14
d3566e51-58f4-4d15-ac15-24783dbdaa6c,recipe for target failed,14
254adaad-342b-40b4-b992-b04f5b729375,error too few arguments to function call expected have,14
57408859-9eb2-4ef4-b4e6-a06b36c3bf13,make error,14
5d1e2db0-44e8-49f0-bb61-12c90a974c59,recipe for target failed,14
1f81fd4b-4910-4c69-b0dc-f7087be5820a,cannot stat no such file or directory,14
01d11ead-d675-4d40-894a-baa38130107f,error invalid use of undefined type,14
40bcdcc9-e8b4-4f7a-bdee-5b6c8fb6539f,filenotfounderror no such file or directory,14
8c38bfdd-bbf7-4e7f-800b-f2227a980645,macro from cannot stat no such file or directory,14
6c347687-b1fc-443e-97f1-ad9b6808e2d2,error failed,14
a3d884db-32ad-4582-a320-dbd7eea1ebaa,removing vobs vikfind docker permission denied,14
fa51a1f7-4328-42d4-bf0b-cc801702795f,make error,14
312df6ca-ca26-4dfb-86ba-cd6dbb3d6ee0,error description is different in vs,14
da3bc098-6ea4-44b2-bf8b-989d6ea91750,make error,14
7af03046-1781-41e6-8824-0d5925f7b74f,makefile recipe for target failed,14
728d7ac2-79fb-4365-92c5-43322d2fabbe,make error,14
647d2729-da9b-4e5d-af21-afd448cb1766,recipe for target failed,14
af58bc31-5018-403d-9769-95d7cf94b589,error invalid object for,14
14c9d274-16ef-49e9-923d-53a7287a99dc,make error,14
74724214-1f3f-4ff7-8221-f4fed11ad10d,no such file or directory,14
b6389a3f-8a4b-419f-b8f2-681249ff7370,error is not a supported wheel on this platform,14
a06776f6-cab0-4034-b5c3-9477db516be4,note recipe task failed,14
7e4a9a64-a49b-4417-a2f1-34c1dda11654,make target not remade because of errors,14
e4cc362e-65bf-48bf-87fb-2e4ac2fcddae,error has no member named,14
7301d67e-5249-4832-94d1-a279a9111bdf,hint it looks like a path file does not exist,14
8882af62-4eab-4c45-a793-c581cfc7414c,error invalid requirement,14
315c7258-019c-45d1-8215-1eab42aabcab,error expected expression before token,14
c85293be-fc37-4f14-9839-29ce4e2732ab,head is now at a onid add handling for error in websocket streaming data,14
dbbbf83b-2bd8-4028-b391-3c735a600e72,error sstate cannot test file ddm cli ae d c r timeout,14
d4dd837a-8852-4c28-b0d6-fec7da5ce4ee,error sstate cannot test file service broker ff c r timeout,14
a0b56590-2bd1-4f92-b804-73929d00fb95,exception object name is not a primitive incomplete parse tree,14
bc46ebde-bc22-421f-86b8-d529005bade3,error passing argument of makes integer from pointer without a cast,14
cc97319f-c883-448f-9cc6-3c01aeb6ded1,fatal invalid revision range a c becfc ffd b f bd ee c d e b,14
92265404-8e1f-4d3c-8b20-f57318e60da9,error repo sync had but had error or traceback or failed keywords forcing return code to err output follows,14
613042f7-be8c-4897-bc21-7838f4e49207,error please set the yocto env before running this scipt,14
347bde7c-7c69-4d40-9f37-d093d545a0dd,make error,14
270b8710-8028-4a56-b78a-af10c3de52d8,removfind docker permission denied,13
1d188009-ab48-48b0-abd6-456e7c5aea25,removing docker permission denied,13
cf9b9a23-83fc-4bfa-94ca-71fce1c7e1e8,error task failed with exit code,13
43f78061-ecc4-46b8-9963-fcb21c9a4c2b,fatal this operation must be run in a work tree,13
d4528c99-fe1d-4dbd-8797-ce70e4d2b0bc,fatal unable to access could not resolve host bitbucket ciena com name or service not known,13
c6212a24-a5e6-4796-ab48-b945c1030aba,removinfind docker permission denied,13
7ac14723-2086-4693-aecf-d45d5f1b1040,error executionerror none none,13
ca2b1ee6-30a0-428b-9cd6-61fd84e40c36,nexus data file not found at,13
071cbe0a-bfc1-4b50-a646-e530d967e8d4,aarch waveserveros linux g fatal error terminated signal terminated program cc plus,13
b85b9982-81b7-46c6-90cd-ab783c867688,ssh could not resolve hostname name or service not known,13
050d9a35-ad51-406d-b228-68badb091c73,error task failed with exit code,13
3291417c-b0bc-46ae-9ca6-c6bb547c6cf6,fatal unknown index entry format x,13
9c0db8ca-3a3f-4230-b71a-3554f462578d,invalid suffix on integer constant,13
ca654bd4-18a9-41ef-b8b6-eff47990cc56,fail,13
15cba21c-978a-4983-9716-acdbab6f57f4,rsync connection unexpectedly closed bytes received so far,13
2adf8c52-1c7d-4a7e-905d-d626ddde322c,make error,13
00b318ce-e329-459c-8ab8-02890a2d96fe,error unknown type name,13
2f211903-6eae-4d38-8222-00091cb812bc,error undeclared here not in a function,13
cd07cc38-c20a-43f6-9529-4d427edd8091,error syntax error before,13
ddde8f5c-628d-4bde-8dee-e3d2b8698664,error invalid suffix on integer constant,13
9f75db0d-4654-4988-96f3-e8b738b47a86,error has no member named,13
3e5b088a-fee0-4c20-83ae-f49f2847b37d,error no such file or directory,13
997a73a2-3284-4905-91ec-329df07d49b8,importerror no module named,13
cdb8ee18-3813-458b-8506-54e8cd0ebaf0,tar cannot stat no such file or directory,13
d664cac6-5656-4761-9b1d-656959ccba90,error execution failed,13
f3f4b1d4-8401-4de6-a009-0e9e7f3e81ce,error command failed with exit code,13
fb5068a1-aa7e-4365-9e9d-8e23de099438,error execution failed,13
b8aa48df-fcc6-4251-9060-655f41bd07ee,error node block appears to be neither running nor scheduled will cancel if this condition persists,13
c80fd542-82cf-4727-9852-46b391845cd8,error task failed with exit code,13
f8208b9c-ca36-4411-8040-1e2f4c9a0bfc,data x c undefined reference to,13
7b3b7ac1-c944-4e64-9a84-82f038c0e3e7,error has no member named did you mean,13
96dad314-f355-4c1f-bb5b-01e3a67de867,find no such file or directory,13
57748e98-fc30-4d18-bd82-3572bea73aa2,line broken pipe,13
06c5f37f-30d1-4f9a-b3e8-b9e417979c38,error fetcher failure fetch command export export export path export home git c c c clone bare mirror progress failed with exit code no output,13
58a8229b-c6bf-439a-90de-bc06ed7e9b7e,zip error file not found or no read permission,13
dfa18785-977c-4cd3-8822-013676515e82,error expression in static assertion is not an integer,13
e68a2f22-129b-4e6f-9cc6-3ccb60e63632,collect error ld returned exit status,13
e0000a99-fdca-4f5d-88cd-75ed903e85b1,error directory doesnt exist,13
e4207498-2c20-44ad-b92a-f3c0b6ed9829,fail,12
f159b435-e21e-44a3-ac67-12ea9afb6d6d,error release,12
c860b61b-eaaa-4bc3-bef1-3c607d11b431,command returned non zero exit status,12
26f6059d-b6be-4d31-93b9-4addbfb2d858,make error,12
d13a07b8-63c6-4799-86e2-5636c0c6bdbe,recipe for target failed,12
c719e55c-8f8c-45a5-8792-6bb222158873,warnings and errors generated,12
222a5daf-7c42-4da1-a25c-f76499c0a411,cannot open directory,12
f28ad15e-b90c-4cfa-800a-10debd97357e,cannot open directory,12
48c24e06-1959-47dc-a4bf-7741ef26b50f,text multiple fix versions not allowed,12
e080800a-bacb-4376-a569-a081515c220b,error array index in initializer not of integer type,12
15c2cba3-282f-4255-9502-82dee54c5116,assertion error this failed die,12
43817259-f9cd-4cf7-a447-5477fd153ff3,error no matching distribution found for lxml,12
97a2f8ea-3770-4246-8936-866b3a3c0c7b,error could not find a version that satisfies the requirement lxml from versions none,12
4047d5c4-999e-4a34-9ee3-cc997a7ae04b,error job type name had an exception,12
6a3d62f3-913b-4475-be96-82b50867ab53,dup error total count of warnings has increased when compared,12
11d33bb7-d6cd-43b2-aedb-5a345d9e6fdb,error expansionerror during parsing,12
b7aafc23-23b4-4d3f-beb0-ed95ca5bbb93,error invalid suffix on integer constant,12
4dacc703-5685-495a-b20f-299c09e7f244,terminated tee a,12
ed461351-0553-4af0-9e8d-45b1749ada5b,error has not been declared,12
ea4b5df4-e4b7-4ba2-a9ee-86fb2d997f1c,valueerror could not promote jira state is currently,12
da6d1a2d-8f7e-4cca-92c2-168e05b75324,error implicit declaration of function did you mean,12
7f3f38b1-4955-4217-93ec-1ddd5ff9a1af,c b d by tashreef anowar jq verify checklist when looking for error markers in rpc output,12
f2c09122-1ecd-46e9-9268-48c016c51cb0,response text,12
2cf0b31e-ee29-45e8-9ecf-a619a877627c,head is now at efb a pull request x fix sendconfig error with fix topology files to have remote rsi,12
3eb24db5-9dc0-409c-a856-2171b73543a7,no package found,12
b3685fd5-3a63-4280-a00e-89e02ba7649d,line no such file or directory,12
79931512-2061-4892-94ce-1164a172ca45,cp cannot stat no such file or directory,12
615aef77-6a7d-44cc-a895-992027c68785,error sstate cannot test file pseudo native gitautoinc c c ff r timeout,12
10fe3e36-c92b-41d1-a004-6be9daf644d6,summary task failed,12
316f0b5f-9ae7-4486-a532-ff1a72838290,rsync failed no such file or directory,12
7a4c1abe-d28c-475c-a1d3-870a4290793f,error required build target has no buildable providers,12
045fc95a-e1e9-4959-8d9b-6b5747e0f60d,error nothing rprovides but rdepends on or otherwise requires it,12
baa60135-0801-41e4-ab8a-7f2ff176c606,error required build target has no buildable providers,12
81472a06-94c8-49ae-a71c-15147f3db11b,error nothing rprovides but rdepends on or otherwise requires it,12
b4b1a84d-0cb8-4062-bdbf-5eb70b084db5,error task failed with exit code,12
38ec384f-40af-445a-9c62-9cbb3e580a26,error the postinstall intercept hook failed details in,12
ef9a76b5-416b-445c-8922-06f7f5a90989,error required build target has no buildable providers,12
dd0c5a0c-498e-4270-a908-5181c5147f72,error task failed with exit code,12
dd8a0f95-caf5-4bb5-a04f-61c921683b46,error has no member named,12
a5b5431f-f764-4148-97ed-2d3b59b7f94f,failed in branch,12
01ee171f-7c9a-45d6-8ef9-e2087a66fbff,error task failed with exit code,12
b421d94e-a677-4511-ab77-5e11200edbb4,valueerror jira not promoted because built in,12
548ff973-4b49-4d16-98de-9a11fd3348fd,line no such file or directory,11
25dbd11f-03ef-4fec-b6d5-5b0da083abad,find no such file or directory,11
be0707eb-cd76-4e8e-b4bf-72b42b1019cf,error failed due to earlier errors,11
fa2c5367-132d-444e-b329-0e926dd8d0e0,error output file is not writable,11
1b35e013-f5fa-42a6-8f92-875a83ba4528,removing find docker permission denied,11
5e3fecfd-7ed1-46e9-bf19-7cc48948499a,failed in branch,11
83c07b62-2d29-4d71-b9b4-b5c9e98b5a92,recipe for target failed,11
01e11c97-3d70-42d4-ba3b-0bdfe2b867df,ldppc cannot find no such file or directory,11
82f87923-77a6-4dcc-9582-3242ee66a26f,fatal error file not found,11
3a07161b-b94a-4046-96d9-58525edbe822,mv cannot stat no such file or directory,11
ffd6f21e-1d08-41c6-9c0c-9b66d07e6944,no such file,11
b5c3a066-3951-4f8f-9cf2-c57c0e600ba3,rm cannot remove no such file or directory,11
9bcc69b0-9fa9-47a8-bea2-4cc074834ba7,error command requires repo to be installed first,11
75704b14-d66f-4c41-a212-3478b25b6682,error unknown type name did you mean,11
8ca3bc39-fa3e-4586-88e7-13365e0afbc3,no such file or directory,11
56f4bed0-da0d-4f11-b438-9af3cd43c94b,error response from daemon head get context deadline exceeded client timeout exceeded while awaiting headers,11
7656db25-b809-4cd1-a0f1-e456ed983e0a,undefined reference to,11
e65de32c-d5ce-4012-8f6d-73dfc2ac7d36,fatal cannot change to no such file or directory,11
654872f9-3fed-417c-9e2d-82499e85d0f0,error in revision generation so exiting,11
563c1e48-ad1f-4b5f-8825-6ccb40805919,error task failed with exit code,11
16afe404-3984-43c6-a1cf-3f7750a139ec,no such file or directory,11
b9e7d5de-dfb5-4400-8ac1-4c44c599e459,dup error unable to download package from artifactory,11
63fa8f59-5f0e-4e5a-abea-f859ab1dcd3c,error total count of warnings has increased when compared,11
4a365b32-2fa4-488f-a3bb-e8acb0dead0b,cp cannot stat no such file or directory,11
434e4889-fdd9-4595-8fcd-a30b4089a795,syntaxerror missing parentheses in call to did you mean print,11
7491c491-b9dd-460e-9140-0b302b9dee18,error expansionerror during parsing,11
